香港交易所代号,股票简称,上市日期
2700,格林国际控股,-
2708,艾伯科技,-
2718,东正金融,-
2722,重庆机电,-
2727,上海电气,-
2728,裕华能源,-
2738,华津国际控股,-
2768,佳源国际控股,-
2772,中梁控股,-
2777,富力地产,-
2778,冠君产业信托,-
2779,新华教育,-
2788,精熙国际,-
2789,远大中国,-
2798,久泰邦达能源,-
2799,中国华融,-
2858,易鑫集团,-
2863,高丰集团,-
2866,中海集运,-
2868,首创置业,-
2869,绿城服务,-
2877,神威药业,-
2878,晶门科技,-
2880,大连港,-
2882,香港资源控股,-
2883,中海油田服务,-
2885,彼岸控股,-
2886,滨海投资,-
2888,渣打集团,-
2898,龙润茶,-
2899,紫金矿业,-
2900-2999,上市公司供股权/临时交易编号,-
3300,中国玻璃,-
3301,融信中国,-
3302,光控精技,-
3303,巨涛海洋石油服务,-
3306,江南布衣,-
3308,金鹰商贸集团,-
3309,希玛眼科,-
3311,中国建筑国际,-
3313,雅高控股,-
3315,金邦达宝嘉,-
3316,滨江服务,-
3318,中国香精香料,-
3319,雅生活服务,-
3320,华润医药,-
3321,伟鸿集团控股,-
3322,永嘉集团,-
3323,中国建材,-
3326,保发集团,-
3328,交通银行,-
3329,交银国际,-
3330,灵宝黄金,-
3331,维达国际,-
3332,中生联合,-
3333,中国恒大集团,-
3336,巨腾国际,-
3337,安东油田服务,-
3339,中国龙工,-
3344,共享集团,-
3347,泰格医药,-
3348,中国鹏飞集团,-
3358,荣威国际,-
3360,远东宏信,-
3369,秦皇岛港,-
3363,正业国际,-
3366,华侨城（亚洲）,-
3368,百盛集团,-
3377,远洋地产,-
3378,厦门港务,-
3380,龙光地产,-
3382,天津港发展,-
3383,雅居乐地产,-
3389,亨得利,-
3390,满贯集团,-
3393,威胜集团,-
3395,Persta Resources,-
3396,联想控股,-
3398,华鼎控股,-
3399,粤运交通,-
3600,现代牙科,-
3601,鲁大师,-
3603,信基沙溪,-
3606,福耀玻璃,-
3608,永盛新材料,-
3611,花房集团,2022年12月12日
3613,同仁堂国药,-
3618,北控城市资源,-
3623,中国金融发展,-
3626,恒生(兆保)国际,-
3628,仁恒实业,-
3633,中裕燃气,-
3636,保利文化,-
3638,晶芯科技,-
3639,亿达中国,-
3650,Keep,2023年7月12日
3658,新希望服务,-
3660,360数科,2022年11月29日
3662,奥园健康,-
3663,协众国际,-
3666,国际天食,-
3668,兖煤澳大利亚,-
3669,永达汽车,-
3678,弘业期货,-
3680,索信达控股,-
3681,中国抗体,-
3683,荣丰联合,-
3686,祈福生活服务,-
3688,莱蒙国际集团,-
3689,广东康华医疗,-
3690,美团点评,-
3692,翰森制药,-
3698,徽商银行,-
3699,光大永年,-
3700,映客,-
3708,日成控股,-
3709,珂莱蒂尔,-
3718,北控城市资源,-
3737,中智药业,-
3738,阜博集团,-
3759,康龙化成,-
3768,滇池水务,-
3773,年年卡,-
3788,中国罕王,-
3789,御佳控股,-
3798,家乡互动,-
3799,达利食品,-
3800,保利协鑫能源,-
3808,中国重汽 (香港),-
3813,宝胜国际,-
3816,KFM金德,-
3818,中国动向,-
3822,三和建筑集团,-
3823,德普科技,-
3828,明辉国际,-
3830,童园国际,-
3833,新疆新鑫矿业,-
3836,和谐新能源汽车,-
3838,中国淀粉,-
3839,正大企业国际,-
3848,富道集团,-
3866,青岛银行,-
3869,弘和仁爱医疗,-
3877,中船租赁,-
3878,Vicon Holdings,-
3882,天彩控股,-
3883,中国奥园地产,-
3886,康健国际,-
3888,金山软件,-
3889,大成糖业,-
3893,易纬集团,-
3896,金山云,2022年12月30日
3898,中车时代电气,-
3899,中集安瑞科,-
3900,绿城中国,-
3903,瀚华金控,-
3908,中国国际金融股份,-
3913,合景悠活,-
3918,金界控股,-
3919,金力集团,-
3928,S&T Holdings,-
3931,中创新航,-
3933,联邦制药,-
3938,LFG投资控股,-
3939,万国国际矿业,-
3948,伊泰煤炭,-
3958,东方证券,-
3963,融众金融,-
3968,招商银行,-
3969,中国通号,-
3978,卓越教育集团,-
3983,中海石油化学,-
3988,中国银行,-
3989,首创环境,-
3990,美的置业,-
3991,长虹佳华,-
3992,创毅控股,-
3993,洛阳钼业,-
3996,中能建设,-
3997,电讯首科,-
3998,波司登,-
3999,大成食品,-
4332,安进,-
4333,思科系统公司,-
4335,英特尔,-
4336,应用材料公司,-
4337,星巴克,-
4338,微软,-
6030,中信证券,-
6033,电讯数码,-
6036,光丽科技,-
6038,信越控股,-
6049,保利物业,-
6055,中烟香港,-
6058,众安保险,-
6060,兴证国际,-
6063,智中国际,-
6066,中信建投证券,-
6068,睿见教育,-
6078,海吉亚医疗,-
6080,荣智控股,-
6083,环宇物流（亚洲）,-
6088,鸿腾六零八八精密,-
6090,胜捷企业,-
6098,碧桂园服务,-
6093,和泓服务,-
6099,招商证券,-
6100,有才天下猎聘,-
6108,新锐医药,-
6110,滔搏国际,-
6111,大发地产,-
6113,UTS Marketing,-
6116,拉夏贝尔,-
6117,日照港裕廊,-
6118,奥星生命科技,-
6119,天源集团,-
6122,九台农商银行,-
6123,圆通速递国际,-
6127,昭衍新药,-
6128,烯石电车新材料,-
6133,维太移动,-
6136,康达环保,-
6138,哈尔滨银行,-
6158,正荣地产,-
6160,百济神州-B,-
6161,泰加保险,-
6162,天瑞汽车装饰,-
6163,彭顺国际,-
6166,中国宏泰发展,-
6169,宇华教育,-
6178,光大证券,-
6182,乙德投资控股,-
6183,中国绿宝,-
6185,康希诺生物-B,-
6186,中国飞鹤,-
6188,迪信通,-
6189,爱得威建设集团,-
6190,九江银行,-
6193,泰林科建,-
6196,郑州银行,-
6198,青岛港,-
6199,贵州银行,-
6600,赛生药业,-
6601,朝云集团,-
6606,诺辉健康,-
6608,百融云创,-
6618,京东健康,-
6622,兆科眼科,-
6623,陆金所,2023年4月14日
6626,越秀服务,-
6638,金融壹账通,2022年7月4日
6639,瑞尔集团,-
6661,湖州燃气,2022年7月13日
6663,国际永胜,-
6665,华新水泥,2022年3月28日
6666,恒大物业,-
6667,美因基因,2022年6月22日
6669,先瑞达医疗,-
6677,远洋服务,-
6678,百德医疗,2022年10月5日
6680,金力永磁,-
6683,巨星传奇,2023年7月13日
6686,诺亚控股,2022年7月13日
6689,洪九果品,2022年9月5日
6690,海尔智家,-
6696,多想云,2022年11月9日
6698,星空华文,2022年12月29日
6699,时代天使,-
6805,金茂源环保,-
6806,申万宏源,-
6808,高鑫零售,-
6811,太兴集团,-
6812,永顺控股香港,-
6816,瑞港建设,-
6818,中国光大银行,-
6819,中智全球,-
6820,友谊时光,-
6822,科劲国际,-
6823,香港电讯信托,-
6826,昊海生物科技,-
6828,蓝天威力,-
6829,龙昇集团控股,-
6830,华众车载,-
6833,兴科蓉医药,-
6836,天韵国际,-
6837,海通证券,-
6838,盈利时,-
6839,云南水务,-
6855,亚盛医药 - B,-
6858,本间高尔夫,-
6860,指尖悦动,-
6862,海底捞国际,-
6865,福莱特玻璃,-
6866,佐力小贷,-
6868,天福茗茶,-
6869,长飞光纤光缆,-
6877,昆仑国际金融,-
6878,鼎丰集团控股,-
6880,腾邦控股,-
6881,中国银河,-
6882,东瀛游,-
6885,金马能源,-
6886,华泰证券,-
6888,英达公路再生科技,-
6889,Dynam Japan Holdings,-
6890,康利国际,-
6893,衍生集团,-
6896,金嗓子,-
6898,中国铝罐,-
6899,联众,-
6900,上坤地产,-
6908,宏光半导体,-
6909,百得利控股,-
6913,华南职业教育,-
6918,奇士达,-
6919,人才人瑞科技,-
6922,康沣生物,2022年12月30日
6929,业聚医疗,2022年12月23日
6933,新娱科控股,-
6939,美佳音控股,-
6955,博安生物,2022年12月30日
6963,阳光保险集团,2022年12月9日
6966,中国万桐园,-
6968,港龙中国地产,-
6969,思摩尔国际,-
6978,永泰生物,-
6979,珍酒李渡,2023年4月27日
6988,乐享互动,-
6989,卓越商企服务,-
6900,上坤地产,-
6990,科伦博泰生物－Ｂ,-
6993,蓝月亮,-
6996,德琪医药,-
6998,嘉和生物,-
6999,领地控股,-
7801,Interra Acquisition,2022年9月15日
7827,Vision Deal,2022年6月10日
7836,Aqulia Acquisition,2022年3月18日
7841,汇德收购,2022年8月15日
7855,TechStar Acquisition,2022年12月23日
8001,东方汇财证券,2014年1月15日
8003,世大控股,1999年12月2日
8005,裕兴科技,2000年1月31日
8006,中国华泰瑞银,-
8007,环球战略,-
8009,华夏能源,-
8011,百田石油国际,-
8013,ECI Technology,-
8017,捷利交易宝,-
8018,汇财金融,-
8019,皓文控股,-
8020,宏海控股集团,-
8021,汇隆控股,-
8022,永耀集团,-
8023,邝文记,-
8025,亚洲资产,-
8026,长达健康,-
8027,吉辉控股,-
8028,天时软件,-
8029,太阳国际,-
8030,汇联金融服务,-
8031,易通讯,-
8032,非凡中国,-
8033,爱达利网络,-
8035,骏高控股,-
8036,电子交易集团,-
8037,锐康药业,-
8039,KNK Holdings,-
8040,DCB 控股,-
8041,荟萃国际 (控股),-
8043,Atlinks Group,-
8045,南大苏富特,-
8047,中国海洋捕捞,-
8048,御德国际控股,-
8049,吉林长龙药业,-
8050,量子思维,-
8051,讯智海国际,-
8052,陆庆娱乐,-
8053,比优集团,-
8055,中国网络教育,-
8056,饮食概念,-
8057,麦迪森酒业,-
8059,朝威控股,-
8060,国联通信,-
8062,俊盟国际,-
8063,环球大通集团,-
8065,高萌科技,-
8066,品创控股,-
8067,东方大学城,-
8069,纵横游控股,-
8070,侨洋国际控股,-
8071,中彩网通控股,-
8072,罗马集团,-
8073,兴业新材料,-
8075,寰亚传媒,-
8076,新利软件,-
8078,HMV数码中国集团,-
8079,易还财务,-
8080,北亚策略,-
8081,互娱中国文化投资,-
8082,仁智国际集团,-
8083,中国有赞,-
8086,Dx.com Holdings,-
8087,中国三三传媒,-
8089,华人策略,-
8090,中国融保金融集团,-
8091,奥传思维控股,-
8092,ITE Holdings,-
8093,爱特丽皮革,-
8095,北大青鸟环宇,-
8098,昌利（控股）,-
8100,智易控股,-
8101,家梦控股,-
8103,HMVOD视频(前称 万泰企业股份),-
8106,浙大兰德,-
8107,威诚国际,-
8108,福泽集团,-
8111,中科光电,-
8112,Focus Media,-
8113,扬宇科技,-
8115,上海青浦消防,-
8116,中国幸福投资,-
8117,中国基础能源,-
8118,濠亮环球,-
8119,即时科研,-
8120,中国神农投资,-
8121,超凡网络,-
8123,首华财经网络,-
8125,中持基业,-
8126,G.A.控股,-
8128,中国地能,-
8130,智城控股,-
8131,辰罡科技,-
8132,中油港燃,-
8133,所罗门环球控股,-
8136,英马斯集团,-
8137,洪桥集团,-
8139,长安仁恒科技,-
8140,人和科技,-
8142,德利机械,-
8143,华夏医疗,-
8146,怡园酒业,-
8147,汇思太平洋,-
8148,奥柏中国,-
8149,浩德控股,-
8150,无缝绿色,-
8151,宝申控股,-
8152,明梁控股,-
8153,科地农业,-
8155,南华置地,-
8156,众彩股份,-
8157,象兴国际,-
8158,中国再生医学,-
8159,辉煌科技,-
8160,金汇教育,-
8161,医汇集团,-
8162,港银控股,-
8163,万德金融,-
8165,华普智通,-
8166,中国农业生态,-
8167,中国新电信,-
8169,环康集团,-
8170,全民国际,-
8171,中国趋势,-
8172,拉近网娱,-
8173,万亚企业,-
8176,超人智能,-
8178,中国信息科技,-
8179,百利达集团,-
8181,港深联合,-
8183,尚捷集团,-
8186,同仁资源,-
8187,积木集团,-
8188,骏杰集团控股,-
8189,泰达生物,-
8190,康佰控股,-
8191,鸿伟亚洲,-
8192,环球能源资源,-
8193,汉华专业服务,-
8195,创天传承,-
8196,建禹集团,-
8197,东北虎药业,-
8198,乐透互娱,-
8199,中国万桐园,-
8200,修身堂,-
8201,宝联控股,-
8202,汇创控股,-
8203,凯顺能源,-
8205,交大慧谷,-
8206,神通电信服务,-
8207,中国信贷,-
8208,WMCH Global,-
8210,衍汇亚洲,-
8211,浙江永隆实业,-
8212,誉满国际,-
8213,新智控股,-
8215,第一信用控股,-
8216,丰城,-
8217,联旺集团,-
8218,毅高国际控股,-
8219,恒伟集团控股,-
8221,PF Group Holdings,-
8220,比高集团,-
8222,壹照明,-
8223,紫元元,-
8225,中国医疗,-
8226,树熊金融集团,-
8227,海天天线,-
8228,国艺娱乐,-
8229,Future Data,-
8230,中国宇天,-
8231,节能元件,-
8232,Classified Group,-
8235,赛迪顾问,-
8236,宝德科技集团,-
8237,华星控股,-
8238,惠陶集团,-
8239,首都金融,-
8241,英记茶庄,-
8242,宏创高科,-
8243,大贺传媒,-
8245,安悦国际控股,-
8246,中华燃气(前称 北方新能源),-
8247,中生北控生物科技,-
8249,瑞远智控,-
8250,丝路能源,-
8251,优越集团控股,-
8252,泰和小贷,-
8255,神州数字,-
8256,金利通,-
8257,靖洋集团,-
8258,西北实业,-
8259,HON Corporation,-
8262,宏强控股,-
8265,宏峰太平洋,-
8266,卓信国际控股,-
8267,蓝港互动,-
8268,迪臣建设,-
8269,富誉控股,-
8270,中国煤层气,-
8271,环球数码创意,-
8275,永勤集团控股,-
8277,骏东控股,-
8279,亚博科技控股,-
8280,中国数字视频,-
8281,中国金典集团,-
8282,智傲控股,-
8283,正力控股,-
8285,森浩集团,-
8286,长城微光,-
8287,ZIONCOM,-
8290,亚势备份,-
8291,万成金属包装,-
8292,盛良物流,-
8293,星亚控股,-
8295,中植资本国际,-
8296,中国生命集团,-
8297,芭迪贝伊,-
8299,大唐潼金,-
8300,皇玺餐饮,2016年8月8日
8301,明华科技,2004年7月7日
8305,棠记控股,2018年7月4日
8307,密迪斯肌,2014年12月18日
8308,古兜控股,2016年12月9日
8309,万成环球控股,2017年4月13日
8310,大丰港和顺科技,2013年8月22日
8311,圆美光电,2014年2月7日
8313,杰地集团,2018年1月16日
8315,冠辉保安,2014年8月20日
8316,柏荣集团控股,2015年8月10日
8317,财华社集团,2005年1月7日
8318,正利控股,-
8319,思博系统,2016年4月12日
8320,沛然环保,2016年10月17日
8321,泰锦控股,2016年10月28日
8325,中国支付通,2009年8月28日
8326,同景新能源,2013年11月21日
8328,信义储电,2016年7月11日
8329,海王英特龙,2005年9月12日
8331,倍搏集团,2015年12月29日
8333,阿仕特朗金融,2016年7月14日
8337,直通电讯,2010年6月2日
8340,域高金融,2008年5月20日
8341,艾硕控股,2017年1月13日
8342,飞思达科技,-
8343,宏光照明,-
8347,F8企业,2017年4月12日
8348,天津滨海泰达物流,2008年4月30日
8349,美固科技控股,2017年1月13日
8350,骏溢环球金融,2018年1月12日
8351,俊文宝石,2009年10月7日
8352,成安控股,-
8353,安科系统,2016年12月16日
8355,超智能控股,-
8356,中国新华电视,2010年8月30日
8357,Republic Healthcare,2018年6月15日
8360,利骏集团香港,2016年7月12日
8362,运兴泰集团,2017年6月30日
8363,SDM Group,2014年10月14日
8365,建泉国际控股,2017年5月26日
8366,浙江联合投资,2015年11月2日
8367,倩碧控股,2018年2月26日
8368,中国创意控股,2015年11月18日
8370,智昇集团控股,2017年1月20日
8371,尝高美集团,2018年1月17日
8372,君百延集团,2018年3月29日
8373,靛蓝星,2017年11月16日
8375,弘浩国际控股,2017年11月13日
8376,方圆房服集团,-
8377,申酉控股,2017年12月15日
8379,汇安智能,2018年2月14日
8383,东骏控股,2017年9月15日
8385,万里印刷,2017年12月13日
8391,精雅印刷集团,2018年5月11日
8392,舍图控股,2017年10月16日
8395,齐家控股,2018年1月25日
8400,亚洲先锋娱乐,2017年11月15日
8401,源想集团,2018年3月28日
8402,GT Steel Group,2017年11月17日
8403,天平道合,2018年6月12日
8405,恒智控股,2017年7月12日
8406,中国口腔产业,2017年12月7日
8410,安领国际,-
8411,K W Nelson Group,2016年12月8日
8412,新爱德集团,2017年4月7日
8413,亚洲杂货,2017年4月13日
8416,HM Intl Hldgs,2017年1月11日
8417,大地教育,2017年2月16日
8418,傲迪玛汽车,2019年10月11日
8419,AV策划推广,2017年12月21日
8420,Nexion Tech,2017年6月16日
8422,WT集团,2017年12月28日
8423,潪澔发展,2017年3月13日
8425,兴铭控股,2017年3月15日
8426,雅居投资控股,2017年11月10日
8427,瑞强集团,2017年7月19日
8428,国茂控股,2017年2月15日
8429,华美乐乐,2017年12月8日
8430,春能控股,2017年10月18日
8431,浩柏国际,2017年5月26日
8432,太平洋酒吧,2017年1月11日
8436,德宝集团,2017年10月27日
8437,德斯控股,2017年10月13日
8439,新百利融资,2017年3月28日
8441,国际永胜集团,2019年10月22日
8445,怡康泰工程集团,2017年9月29日
8446,ITP Holdings,2017年6月14日
8447,MS Concept,2018年4月16日
8448,环球印馆,2018年3月28日
8450,钜京控股,2018年2月2日
8451,日光控股,2018年4月16日
8452,富银融资股份,2017年5月23日
8455,礼建德集团,2017年4月12日
8456,民信国际控股,2018年1月26日
8457,健升物流中国,-
8460,基地锦标集团,2017年6月27日
8462,中安控股,2017年7月17日
8463,TOMO Holdings,-
8465,高科桥,2017年7月20日
8469,盛业资本,-
8471,新达控股,2017年7月21日
8472,立高控股,2017年7月18日
8473,弥明生活百货,2018年2月12日
8475,千盛集团,2018年8月13日
8476,大洋环球控股,2017年10月19日
8479,金泰丰国际控股,2018年1月17日
8480,飞霓控股,2017年10月16日
8481,盛龙锦秀国际,2017年7月17日
8482,万励达国际,2018年9月5日
8483,名仕快相,2018年2月28日
8485,竣球控股,2017年12月28日
8487,ISP Global,2018年1月16日
8489,裕程物流,2021年1月13日
8490,骏码科技,2018年5月30日
8491,Cool Link,2017年9月22日
8493,龙皇集团,2018年1月16日
8495,1957 & Co.,2017年12月5日
8496,环球友饮智能,2020年5月18日
8500,天泓文创,2020年1月14日
8501,庄皇集团,2018年1月4日
8502,远航港口,2018年7月10日
8506,倢冠控股,-
8507,爱世纪集团,2018年4月16日
8509,威扬酒业控股,2018年1月12日
8510,Top Standard,2018年2月13日
8511,民富国际,2018年4月20日
8512,凯富善集团控股,2018年7月19日
8513,迎宏控股,2018年1月19日
8516,广骏集团,2018年10月15日
8519,佳民集团,2018年2月8日
8521,智纺国际控股,2018年5月16日
8523,常满控股,2018年2月12日
8525,百应租赁,2018年7月18日
8526,荣丰亚洲,2018年2月27日
8527,聚利宝控股,2018年5月9日
8532,宝发控股,2018年2月23日
8535,荧德控股,2018年2月12日
8536,TL Natural Gas,2018年5月18日
8537,Dominate Group Holdings,2019年3月27日
8540,胜利证券,2018年7月16日
8545,佰侻集团,2018年5月31日
8547,Pacific Legend,2018年7月18日
8601,宝燵控股,2018年9月13日
8603,亮晴控股,2018年10月15日
8606,倢冠控股,2018年7月16日
8607,纳尼亚集团,2019年2月26日
8609,永续农业,2018年9月7日
8611,Mindtell Technology,2018年10月22日
8612,维亮控股,2019年7月12日
8613,东方支付集团控股,2018年10月16日
8616,新威工程集团,2020年4月23日
8617,永联丰控股,2019年11月15日
8619,WAC Holdings,2018年9月17日
8620,亚洲速运,2020年4月20日
8621,信都租赁,2018年12月12日
8622,华康生物医学,2018年12月13日
8623,中国蜀塔,2020年7月10日
8627,旅橙文化,2019年11月14日
8631,申港控股,2019年1月8日
8635,连成科技集团,2019年5月2日
8645,Nomad Technology,2019年12月9日
8646,中国宏光,2020年1月13日
8657,True Partner,2020年10月16日
8659,易和国际控股,2020年7月13日
8668,瀛海集团,2019年9月26日
9600,新纽科技,2021年1月6日
9608,宋都服务,2021年1月18日
9616,东软教育科技,2020年9月29日
9618,京东,2020年6月18日
9626,哔哩哔哩,2021年3月29日
9633,农夫山泉,2020年9月8日
9636,九方财富,2023年3月10日
9638,法拉帝,2021年3月31日
9658,特海国际,2022年12月30日
9666,金科服务,2020年11月17日
9668,渤海银行,2020年7月16日
9669,北森控股,2023年4月13日
9677,威海市商业银行,2020年10月12日
9688,再鼎医药,2020年9月28日
9696,天齐锂业,2022年7月13日
9698,万国数据,2020年11月2日
9699,顺丰同城,2021年12月14日
9857,柠萌影业,2022年8月10日
9858,优然牧业,2021年6月18日
9860,艾迪康控股,2023年6月30日
9863,零跑汽车,2022年9月29日
9866,蔚来汽车,2022年3月10日
9868,小鹏汽车,2021年7月7日
9869,海伦司,2021年9月10日
9885,药师帮,2023年6月28日
9886,叮当健康,2022年9月14日
9888,百度,2021年3月23日
9889,东莞农村商业银行,2021年9月29日
9896,名创优品,2022年7月13日
9899,云音乐,2021年12月2日
9900,德益控股,-
9901,新东方,2020年11月9日
9906,宏力医疗管理,2020年7月13日
9908,嘉兴燃气,2020年7月16日
9909,宝龙商业,2019年12月30日
9911,赤子城科技,2019年12月31日
9913,智勤控股,2020年8月14日
9916,兴业物联,2020年3月9日
9918,丽年国际,2020年1月10日
9919,艾德韦宣集团,2020年1月16日
9922,九毛九,2020年1月15日
9923,移卡,2020年6月1日
9926,康方生物科技,2020年4月24日
9928,时代邻里,2019年12月19日
9929,澳达控股,2020年2月14日
9933,GHW INTL,2020年1月21日
9936,稀美资源,2020年3月12日
9938,华和控股,2020年1月17日
9939,开拓药业-B,2020年5月22日
9955,智云健康,2022年7月6日
9956,安能物流,2021年11月11日
9958,力天影业,2020年6月22日
9959,联易融科技,2021年4月9日
9960,康圣环球,2021年7月16日
9961,携程集团-S,2021年4月19日
9963,高科桥,2017年7月20日
9966,康宁杰瑞制药,2019年12月12日
9968,汇景控股,2020年1月16日
9969,诺诚健华-B,2020年3月23日
9977,凤祥股份,2020年7月16日
9978,方圆生活服务,-
9979,绿城管理,2020年7月10日
9982,中原建业,2021年5月31日
9983,建业新生活,2020年5月15日
9985,卫龙,2022年12月15日
9986,大山教育,2020年7月15日
9987,百胜中国,2020年9月10日
9988,阿里巴巴集团,2019年11月26日
9989,海普瑞,2020年7月8日
9990,祖龙娱乐,2020年7月15日
9991,宝尊电商,2020年9月29日
9992,泡泡玛特,2020年12月11日
9993,金辉控股,2020年10月29日
9995,荣昌生物,2020年11月9日
9996,沛嘉医疗,2020年5月15日
9997,康基医疗,2020年6月29日
9998,光荣控股,2020年1月8日
9999,网易-S,2020年6月11日
